Name	Length	NumReads	NumReads	NumReads
BgISR7-02328	777	42	90	53
BgISR7-02329	102	0	0	0
BgISR7-02330	135	0	0	0.736481
BgISR7-02331	387	0	2	0
BgISR7-02332	2112	59	100	62
BgISR7-02333	2802	16	26	11
BgISR7-02334	435	0	0	0
BgISR7-02335	153	0	0	0
BgISR7-02336	372	2	4	4
BgISR7-02337	1260	22	30	28
BgISR7-02338	159	0	1	1
BgISR7-02339	210	0	0	0
BgISR7-02340	372	102	206	151
BgISR7-02341	1425	2	3	1
BgISR7-02342	1380	1	3	2
BgISR7-02343	1170	51	108	65
BgISR7-02344	1281	34	56	58
BgISR7-02345	567	31	38	42
BgISR7-02346	1995	20	57	28
BgISR7-02347	4134	40	60	75
BgISR7-02348	411	11	31	10
BgISR7-02349	906	27	54	42
BgISR7-02350	3207	80	124	78
BgISR7-02351	213	0	0	0
BgISR7-02352	3096	39	76	42
BgISR7-02353	3252	109	222	146
BgISR7-02354	243	71	129	107
BgISR7-02355	765	20	46	40
BgISR7-02356	378	38	82	51
BgISR7-02357	825	43	79	57
BgISR7-02358	1440	16	22	27
BgISR7-02359	582	867	1571	1118
BgISR7-02360	1545	77	197	160
BgISR7-02361	1005	1.51563	0	0
BgISR7-02362	990	10.8	42.0588	16.875
BgISR7-02363	177	0	1	0
BgISR7-02364	1065	4.90383	7.42475	7
BgISR7-02365	327	0	1.03107	5.36119
BgISR7-02366	531	0	0	0
BgISR7-02367	213	0	0	0
BgISR7-02368	207	1	0	0
BgISR7-02369	66	0	1	0
BgISR7-02370	78	0	0	0
BgISR7-02371	1611	15	36	25
BgISR7-02372	984	1	11	0
BgISR7-02373	714	1.5	0	0
BgISR7-02374	96	0	0	0
BgISR7-02375	948	50	136	112
BgISR7-02376	1716	23	49	32
BgISR7-02377	1068	1.09617	1.16134	0
BgISR7-02378	96	0	0	0
BgISR7-02379	990	16.2	22.9412	10.125
BgISR7-02380	1050	29.4844	51	28
BgISR7-02381	1698	14	20	17
BgISR7-02382	714	1.5	3	0
BgISR7-02383	984	1	0	6
BgISR7-02384	990	7	9	3
BgISR7-02385	990	9	9	5
BgISR7-02386	747	1	3	5
BgISR7-02387	963	2	2	1
BgISR7-02388	204	7	24	6
BgISR7-02389	24	0	0	0
BgISR7-02390	555	0	0	1
BgISR7-02391	45	0	0	0
BgISR7-02392	1017	35	68	43
BgISR7-02393	390	2	2	1
BgISR7-02394	1272	10	27	22
BgISR7-02395	681	28	75	55
BgISR7-02396	2205	39	58	26
BgISR7-02397	396	34	59	39
BgISR7-02398	2037	54	126	73
BgISR7-02399	54	0	0	0
BgISR7-02400	1125	3	5	7
BgISR7-02401	7362	54	125	101
BgISR7-02402	303	42.2089	63.4314	22.1666
BgISR7-02403	285	4	0	0
BgISR7-02404	366	0	0	0
BgISR7-02405	366	0	0	0
BgISR7-02406	369	97	215	139.685
BgISR7-02407	219	0	0	0
BgISR7-02408	369	97	215	139.685
BgISR7-02409	372	56	107	63
BgISR7-02410	453	1	6	2
BgISR7-02411	375	344	680	494.63
BgISR7-02412	1629	7.01562	33.0345	23.1304
BgISR7-02413	1683	0	0	0
BgISR7-02414	840	0	0	0
BgISR7-02415	321	321	672	422
BgISR7-02416	3927	34	58	46
BgISR7-02417	324	4	17	9
BgISR7-02418	351	150	262	218
BgISR7-02419	351	9	9	7
BgISR7-02420	1473	6	24	17
BgISR7-02421	354	0	0	0
BgISR7-02422	75	0	0	0
BgISR7-02423	45	0	0	0
BgISR7-02424	1233	0	0	0
BgISR7-02425	303	0	0	0
BgISR7-02426	612	2	0	0
BgISR7-02427	366	561	862	614
BgISR7-02428	456	156	239	173
BgISR7-02429	1833	19	60	37
BgISR7-02430	861	16	37	26
BgISR7-02431	2148	51	103	65
BgISR7-02432	3054	28	69	53
BgISR7-02433	42	0	0	0
BgISR7-02434	345	33	74	63
BgISR7-02435	1386	21	21	16
BgISR7-02436	759	137	224	149
BgISR7-02437	117	0	0	0
BgISR7-02438	270	0	0	0
BgISR7-02439	372	118	218	153
BgISR7-02440	2241	50.6585	81.6	34.1026
BgISR7-02441	2241	16.3415	38.4	35.8974
BgISR7-02442	300	1	2	1
BgISR7-02443	201	1.27354	3	0
BgISR7-02444	1326	2	3	11
BgISR7-02445	540	0	0	1
BgISR7-02446	408	9	22	16
BgISR7-02447	372	218	340	250
BgISR7-02448	207	0	0	0
BgISR7-02449	279	0	0	0
BgISR7-02450	420	91	207	129
BgISR7-02451	282	0	2	0
BgISR7-02452	408	1	6	2
BgISR7-02453	3630	0	0	1.88819
BgISR7-02454	270	0	0	0
BgISR7-02455	129	0	0	0
BgISR7-02456	375	11.6983	81.2777	8.55356
BgISR7-02457	867	0	6.06649	0
BgISR7-02458	1425	133	246	161
BgISR7-02459	264	24	83	52
BgISR7-02460	1758	125	228	110
BgISR7-02461	2427	50	80	36
BgISR7-02462	1749	3	0	5
BgISR7-02463	1620	160	391	245
BgISR7-02464	315	0	0	0
BgISR7-02465	1821	46	93	40
BgISR7-02466	1392	7	24	11
BgISR7-02467	822	0	0	0
BgISR7-02468	768	0	2	0
BgISR7-02469	768	1	2	0
BgISR7-02470	822	4	4	0
BgISR7-02471	2526	84	179	107
BgISR7-02472	1737	1644	3212	2014
BgISR7-02473	1092	0	0	0
BgISR7-02474	807	0	1	0
BgISR7-02475	1623	5.15975	8.66977	4.91983
BgISR7-02476	2163	26	84	64
BgISR7-02477	1248	0	0	0
BgISR7-02478	84	0	0	0
BgISR7-02479	45	0	0	0
BgISR7-02480	1170	1	0	0
BgISR7-02481	1248	0.5	1.66667	2
BgISR7-02482	201	0	0	3
BgISR7-02483	2061	21	82	33
BgISR7-02484	1248	0.5	3.33333	1
BgISR7-02485	393	208	344	243
BgISR7-02486	480	10	18	8.92636
BgISR7-02487	1257	6.52676	27.1251	9.26261
BgISR7-02488	390	234	358	312
BgISR7-02489	1518	0	10.1072	1.01943
BgISR7-02490	363	0	0	0.0736437
BgISR7-02491	1017	13	25	14
BgISR7-02492	1053	26	39	24
BgISR7-02493	837	20	31	25
BgISR7-02494	1398	21	40	42
BgISR7-02495	300	266	520	391
BgISR7-02496	411	299	705	466
BgISR7-02497	1479	15	15	10
BgISR7-02498	231	37	51	32
BgISR7-02499	1581	349	628	427
BgISR7-02500	1050	7	14	6
BgISR7-02501	3189	97	158	103
BgISR7-02502	459	144	279	165
BgISR7-02503	735	22	64	23
BgISR7-02504	966	0	1	1
BgISR7-02505	249	1	1	0
BgISR7-02506	2073	18	41	25
BgISR7-02507	27	0	0	0
BgISR7-02508	195	28	44	33
BgISR7-02509	1584	45	66	58
BgISR7-02510	804	3	9	6
BgISR7-02511	723	33	60	51
BgISR7-02512	1452	34	110	71
BgISR7-02513	915	20	29	16
BgISR7-02514	561	42	67	27
BgISR7-02515	261	0	4	3
BgISR7-02516	1242	6	14	13
BgISR7-02517	396	3	6	2
BgISR7-02518	1761	132	234	151
BgISR7-02519	765	3	5	1.45479
BgISR7-02520	930	4.1296	2.80603	0
BgISR7-02521	630	0	1	0
BgISR7-02522	66	0	0	0
BgISR7-02523	465	9	17	11
BgISR7-02524	75	0	0	0
BgISR7-02525	9	0	0	0
BgISR7-02526	243	0	0	0
BgISR7-02527	414	155	269	153
BgISR7-02528	624	23	27	31
BgISR7-02529	543	3	10	1
BgISR7-02530	594	5	15	3
BgISR7-02531	654	8	7	15
BgISR7-02532	1734	19	25	31
BgISR7-02533	3816	49	90	50
BgISR7-02534	4011	25	65	49
BgISR7-02535	3114	40	63	27
BgISR7-02536	642	22	47	55
BgISR7-02537	582	0	0	0
BgISR7-02538	1599	48	83	52
BgISR7-02539	1002	19	42	14
BgISR7-02540	417	85	170	119
BgISR7-02541	261	6	19	11
BgISR7-02542	1206	77	121	92
BgISR7-02543	276	6	20.6368	8
BgISR7-02544	99	0	0	0
BgISR7-02545	129	0	0	0
BgISR7-02546	1398	93	210	144
BgISR7-02547	1839	60	96	62
BgISR7-02548	2640	44	106	44
BgISR7-02549	42	0	0	0
BgISR7-02550	2706	19	45	43
BgISR7-02551	1956	14	14	17
BgISR7-02552	2208	34	70	52
BgISR7-02553	3477	187	345	262
BgISR7-02554	156	0	0	2
BgISR7-02555	1554	18	29	14
BgISR7-02556	708	7	4	5
BgISR7-02557	663	2	4	2
BgISR7-02558	1815	43	79	62
BgISR7-02559	759	58	103	67
BgISR7-02560	5406	73	72	90
BgISR7-02561	972	4	18	21
BgISR7-02562	1056	48	112	43
BgISR7-02563	609	7	7	6
BgISR7-02564	813	9	8	9
BgISR7-02565	195	0	0	0
BgISR7-02566	507	13	36	18
BgISR7-02567	2361	88	143	94
BgISR7-02568	2079	89	167	101
BgISR7-02569	3420	41	73	57
BgISR7-02570	1191	100	203	123
BgISR7-02571	645	66	145	125
BgISR7-02572	1836	9	11	1
BgISR7-02573	924	12.108	2.30849	8.84626
BgISR7-02574	1770	50	73	47
BgISR7-02575	108	0	0	0
BgISR7-02576	333	0	2	0
BgISR7-02577	393	55.8909	96	64
BgISR7-02578	1269	39	78	39
BgISR7-02579	102	0	0	0
BgISR7-02580	123	0	0	0
BgISR7-02581	378	0	0	0
BgISR7-02582	978	1	2	2
BgISR7-02583	1575	69	148	83
BgISR7-02584	885	27	53	26
BgISR7-02585	4152	0.00999326	0	0
BgISR7-02586	741	4.42117	17.6376	10
BgISR7-02587	384	78	136	98
BgISR7-02588	1194	18	35	27
BgISR7-02589	330	10	6.23377	10
BgISR7-02590	339	0	0	0
BgISR7-02591	258	12	17	14
BgISR7-02592	1308	28	76	46
BgISR7-02593	2694	44	97	57
BgISR7-02594	195	0	0	0
BgISR7-02595	633	0	0	0
BgISR7-02596	186	0	0	0
BgISR7-02597	393	2.10909	0	0
BgISR7-02598	57	0	0	0
BgISR7-02599	3228	71	144	90
BgISR7-02600	465	29	34	23
BgISR7-02601	1209	423	761	520
BgISR7-02602	891	13	36	33
BgISR7-02603	636	29	64	28
BgISR7-02604	2703	128	291	233
BgISR7-02605	558	21	63	28
BgISR7-02606	1053	9	40	8
BgISR7-02607	996	1	1	8
BgISR7-02608	876	3	14	4
BgISR7-02609	1335	20	55	30
BgISR7-02610	1158	6	24	16
BgISR7-02611	1542	42	54	35
BgISR7-02612	618	1	1	0
BgISR7-02613	2958	28	46	31
BgISR7-02614	606	27	45	33
BgISR7-02615	159	0	0	0
BgISR7-02616	3027	56	88	62
BgISR7-02617	1719	25	67	52
BgISR7-02618	549	0	8	6
BgISR7-02619	2976	25	55	33
BgISR7-02620	2631	54	61	44
BgISR7-02621	546	43	90	63
BgISR7-02622	1131	5	9	10
BgISR7-02623	4011	87	137	122
BgISR7-02624	1554	60	118	62
BgISR7-02625	585	0	0	0
BgISR7-02626	1515	0	0	0
BgISR7-02627	3279	69	105	80
BgISR7-02628	819	54	118	75
BgISR7-02629	1536	35	78	50
BgISR7-02630	354	5	5.0545	0
BgISR7-02631	180	0	0	0
BgISR7-02632	312	0	1	0
BgISR7-02633	990	165	338	219
BgISR7-02634	2661	419	856	558
BgISR7-02635	258	0	0	0
BgISR7-02636	144	0	0	0.23107
BgISR7-02637	1071	45	103.5	64
BgISR7-02638	468	52	124	86
BgISR7-02639	1071	45	103.5	64
BgISR7-02640	360	95	177	96
BgISR7-02641	360	58	141	71
BgISR7-02642	249	1	11	2
BgISR7-02643	378	3	4	5
BgISR7-02644	984	34	65	41
BgISR7-02645	1950	113	177	94
BgISR7-02646	2127	56	80	45
BgISR7-02647	1365	0	2	5
BgISR7-02648	1899	9	19	11
BgISR7-02649	258	3	4	2
BgISR7-02650	876	6	17	16
BgISR7-02651	1845	96	152	95
BgISR7-02652	186	4	12	2
BgISR7-02653	2460	27	49	29
BgISR7-02654	867	2.34826	14	3
BgISR7-02655	372	2	3	0
BgISR7-02656	687	0	0	0
BgISR7-02657	111	0	0	0
BgISR7-02658	1314	37	80	57
BgISR7-02659	567	38	81	54
BgISR7-02660	1107	26	40	30
BgISR7-02661	1911	86	195	103
BgISR7-02662	585	7	13	6
BgISR7-02663	681	30	57	52
BgISR7-02664	585	31	53	53
BgISR7-02665	1620	100	184	100
BgISR7-02666	1056	97	179	112
BgISR7-02667	129	1	2.33333	3.42857
BgISR7-02668	573	2	2	4
BgISR7-02669	996	43	96	61
BgISR7-02670	1257	15	24	21
BgISR7-02671	2592	60	132	49
BgISR7-02672	924	244	609	342
BgISR7-02673	765	4	25	5
BgISR7-02674	450	56	84	78
BgISR7-02675	345	0	0	0
BgISR7-02676	57	0	0	0
BgISR7-02677	483	0	0	1
BgISR7-02678	96	0	0	0
BgISR7-02679	486	132.3	275.13	142.053
BgISR7-02680	216	2	0	1
BgISR7-02681	105	7	9.57322	1
BgISR7-02682	486	0	2	0
BgISR7-02683	486	98.7	176.87	143.947
BgISR7-02684	96	0	0	0
BgISR7-02685	1410	69	132	93
BgISR7-02686	4395	98	169	133
BgISR7-02687	384	17	24	17
BgISR7-02688	561	0	0	0
BgISR7-02689	285	66	187	108
BgISR7-02690	309	2	6	6
BgISR7-02691	624	19	34	16
BgISR7-02692	1314	113	213	132
BgISR7-02693	150	0	0	0
BgISR7-02694	474	2	13	7
BgISR7-02695	252	5.8958	6	0
BgISR7-02696	498	2	6.35908	9.4328
BgISR7-02697	126	0	2	2
BgISR7-02698	714	0	3	1
BgISR7-02699	30	0	0	0
BgISR7-02700	345	0	0	0
BgISR7-02701	837	0	1	0
BgISR7-02702	366	16	52	25
BgISR7-02703	60	0	0	0
BgISR7-02704	1467	24	87	35
BgISR7-02705	1506	43	62	49
BgISR7-02706	144	0	0	0
BgISR7-02707	324	0	0	0
BgISR7-02708	195	0	2.77987	0
BgISR7-02709	297	29	42	33
BgISR7-02710	2001	0	0	0
BgISR7-02711	378	10.9407	39.0879	12.2012
BgISR7-02712	327	0	0	0
BgISR7-02713	486	10.0593	15.9121	8.79882
BgISR7-02714	327	0	1	0
BgISR7-02715	324	1	1	4
BgISR7-02716	573	0	1	0
BgISR7-02717	522	0	1	0
BgISR7-02718	114	0	0	0
BgISR7-02719	1545	90	158	73
BgISR7-02720	4113	31	53	24
BgISR7-02721	909	33	86	51
BgISR7-02722	1005	7	7	5
BgISR7-02723	474	0	0	0
BgISR7-02724	1254	0	1	0
BgISR7-02725	2157	65	123	98
BgISR7-02726	474	938	1658	1075
BgISR7-02727	1293	29	55	44
BgISR7-02728	2901	58	124	82
BgISR7-02729	1149	6	18.7415	5.48302
BgISR7-02730	951	0	1	0
BgISR7-02731	615	0	0	0
BgISR7-02732	423	0	0	0
BgISR7-02733	219	0	0	0
BgISR7-02734	264	0	0	0.477851
BgISR7-02735	9	0	0	0
BgISR7-02736	60	0	0	0
BgISR7-02737	1434	0	2	0
BgISR7-02738	1302	97	177	111
BgISR7-02739	1596	18	19	18
BgISR7-02740	1605	42	68	71
BgISR7-02741	2232	64	116	83
BgISR7-02742	1473	17.8159	31	18.0149
BgISR7-02743	591	7	13	11
BgISR7-02744	330	0	5	1
BgISR7-02745	54	0	0	0
BgISR7-02746	3507	32	51	30
BgISR7-02747	5493	73	167	99
BgISR7-02748	1482	21	31	28
BgISR7-02749	1560	27	62	28
BgISR7-02750	939	56	71	54
BgISR7-02751	546	109	262	141
BgISR7-02752	1107	299	611	369
BgISR7-02753	915	24	41	23
BgISR7-02754	78	0	0	0
BgISR7-02755	15	0	0	0
BgISR7-02756	387	1031	1904	1301
BgISR7-02757	690	34	46	32
BgISR7-02758	1494	1.18405	0	5.98508
BgISR7-02759	69	0	3	3
BgISR7-02760	561	835	1570	1051
BgISR7-02761	1221	19	21	26
BgISR7-02762	960	110	195	139
BgISR7-02763	1089	39	76	43
BgISR7-02764	216	2	0	1
BgISR7-02765	1128	25	34	33
BgISR7-02766	966	1	2	1
BgISR7-02767	411	430	807	556
BgISR7-02768	45	3	0	0
BgISR7-02769	1233	95	196	141
BgISR7-02770	1002	80	135	96
BgISR7-02771	540	686	1414	926
BgISR7-02772	4842	39	69	40
BgISR7-02773	1023	18	36	35
BgISR7-02774	2055	33	80	61
BgISR7-02775	2436	57	126	70
BgISR7-02776	1992	31	36	19
BgISR7-02777	603	673	1279	799
BgISR7-02778	1758	24	32	30
BgISR7-02779	3345	29	71	37
BgISR7-02780	2322	63	133	98
BgISR7-02781	2676	38	117	75
BgISR7-02782	678	9	12	9
BgISR7-02783	717	101	168	129
BgISR7-02784	1113	11	39	24
BgISR7-02785	999	7	53	30
BgISR7-02786	1293	82	119	100
BgISR7-02787	960	22	35	30
BgISR7-02788	111	3	6	4
BgISR7-02789	2304	42	73	32
BgISR7-02790	951	15.755	27.8436	14.6931
BgISR7-02791	63	0	0	0
BgISR7-02792	966	2.24502	1.1564	5.30695
BgISR7-02793	186	0	0	0
BgISR7-02794	2520	60	110	80
BgISR7-02795	1647	19.8423	17.3834	10.5341
BgISR7-02796	4812	0	20.1269	0
BgISR7-02797	1884	66	109	85
BgISR7-02798	477	314	551	406
BgISR7-02799	1485	32	53	36
BgISR7-02800	1602	30	44	27
BgISR7-02801	2016	345	713	495
BgISR7-02802	1083	14	33	22
BgISR7-02803	960	885	1663	1090
BgISR7-02804	1989	30	57	29
BgISR7-02805	615	0	0	0
BgISR7-02806	435	10	47	16
BgISR7-02807	1113	215	476	319
BgISR7-02808	1203	8	27	20
BgISR7-02809	528	6	21	9
BgISR7-02810	1032	13.0905	27.8318	14.917
BgISR7-02811	87	1	11	12
BgISR7-02812	573	17	29	15
BgISR7-02813	321	2.18162	2	6.30119
BgISR7-02814	933	3	6	3
BgISR7-02815	537	44	84	80
BgISR7-02816	2229	59	85	62
BgISR7-02817	4947	106	149	107
BgISR7-02818	4464	43	110	74
BgISR7-02819	384	32	59	31
BgISR7-02820	1002	17	40	28
BgISR7-02821	1218	9	14	12
BgISR7-02822	1767	49	121	75
BgISR7-02823	864	13	27	10
BgISR7-02824	1017	19	23	17
BgISR7-02825	720	3	4	5
BgISR7-02826	45	0	0	0
BgISR7-02827	444	53	99	47
BgISR7-02828	195	0	1	1
BgISR7-02829	1452	18	58	30
BgISR7-02830	414	192.956	177.952	180.986
BgISR7-02831	1746	84	111	81
BgISR7-02832	108	3	3	2
BgISR7-02833	4578	72	115	62
BgISR7-02834	966	19	28	16
BgISR7-02835	1296	15	50	23
BgISR7-02836	51	0	0	0
BgISR7-02837	924	22	33	38
BgISR7-02838	2886	8	20	17
BgISR7-02839	1740	9	12	1
BgISR7-02840	987	10	23	22
BgISR7-02841	2058	63	118	61
BgISR7-02842	402	1	5	1
BgISR7-02843	720	0	13	4
BgISR7-02844	24	0	0	0
BgISR7-02845	1248	15	12	11
BgISR7-02846	1527	2	3	8
BgISR7-02847	1545	192	459	293
BgISR7-02848	1464	16	22	13
BgISR7-02849	366	5	3	7
BgISR7-02850	4752	13	30	28
BgISR7-02851	1455	4	9	6
BgISR7-02852	603	18	22	13
BgISR7-02853	720	44	96	77
BgISR7-02854	1359	2	0	1
BgISR7-02855	96	0	0	0
BgISR7-02856	594	11	7	8
BgISR7-02857	441	3	15	5
BgISR7-02858	1293	6	9	5
BgISR7-02859	477	0	2	0
BgISR7-02860	1701	5	5	5
BgISR7-02861	45	0	0	0
BgISR7-02862	1185	63	74	55
BgISR7-02863	678	8	14	12
BgISR7-02864	1164	7	13	9
BgISR7-02865	438	0	0	2.89408
BgISR7-02866	462	0	0	0
BgISR7-02867	432	664	1350	968
BgISR7-02868	990	92	135	112
BgISR7-02869	180	0	0	0
BgISR7-02870	201	0	0	0
BgISR7-02871	222	50	77	64
BgISR7-02872	3024	152	387	290
BgISR7-02873	2289	47	93	36
BgISR7-02874	501	161	295	206
BgISR7-02875	831	1	9	11
BgISR7-02876	924	32	53	30
BgISR7-02877	45	0	0	0
BgISR7-02878	2361	8	19.1713	9.86577
BgISR7-02879	504	20	31	21
BgISR7-02880	1230	6	14	6
BgISR7-02881	462	25	67	38
BgISR7-02882	1182	51	150	113
BgISR7-02883	1569	7	18.8287	8.13423
BgISR7-02884	417	3	2	5
BgISR7-02885	396	0	0	0
BgISR7-02886	597	0	0	0
BgISR7-02887	684	30	57	46
BgISR7-02888	780	6	20	23
BgISR7-02889	3000	42	75	48
BgISR7-02890	4821	18	64	41
BgISR7-02891	396	0	6.33861	2.76756
BgISR7-02892	816	1.63559	16.2928	17.985
BgISR7-02893	843	24	24	10
BgISR7-02894	2388	129	262	113
BgISR7-02895	561	22	33	37
BgISR7-02896	3213	97	200	133
BgISR7-02897	927	2	7	2
BgISR7-02898	333	2	0	0
BgISR7-02899	324	0	0	0
BgISR7-02900	108	0	0	0
BgISR7-02901	162	0	0	2
BgISR7-02902	1248	22	42	27
BgISR7-02903	1938	15	23	20
BgISR7-02904	96	0	0	0
BgISR7-02905	222	1	11	10
BgISR7-02906	267	28	69	46
BgISR7-02907	2523	26	36	45
BgISR7-02908	246	0	0	0
BgISR7-02909	78	1	0	0
BgISR7-02910	870	11	16	13
BgISR7-02911	1176	12	35	21
BgISR7-02912	1821	19	25	26
BgISR7-02913	1374	79	142	70
BgISR7-02914	72	0	0	0
BgISR7-02915	1350	156	258	205
BgISR7-02916	96	4	6	3
BgISR7-02917	1602	31	40	38
BgISR7-02918	1575	21	65	32
BgISR7-02919	2625	44	96	48
BgISR7-02920	96	8	0	0
BgISR7-02921	1851	72	134	119
BgISR7-02922	2133	67	143	119
BgISR7-02923	564	2	3	0
BgISR7-02924	1215	32	50	36
BgISR7-02925	2325	33	77	43
BgISR7-02926	222	0	0	0
BgISR7-02927	927	148	289	156
BgISR7-02928	324	15	32	24
BgISR7-02929	510	20	43	23
BgISR7-02930	705	5	13	3
BgISR7-02931	609	2	10	10
BgISR7-02932	2628	50	82	69
BgISR7-02933	4089	1.81264	4.90931	4.99005
BgISR7-02934	648	92	175	141
BgISR7-02935	156	0	0	0
BgISR7-02936	1938	3	10	6
BgISR7-02937	1104	15	29	18
BgISR7-02938	60	0	0	0
BgISR7-02939	339	1	0	0
BgISR7-02940	1044	435	885	615
BgISR7-02941	633	7	19	8
BgISR7-02942	2079	33	69	41
BgISR7-02943	924	2	2	7
BgISR7-02944	567	3	6	3
BgISR7-02945	81	0	0	0
BgISR7-02946	327	0	0	0
BgISR7-02947	657	0	0	0
BgISR7-02948	390	22	43	35
BgISR7-02949	213	0	0	0
BgISR7-02950	765	0	3	8
BgISR7-02951	177	0	3	0
BgISR7-02952	2523	13.0199	38.6572	24.4406
BgISR7-02953	708	9	21	11.2584
BgISR7-02954	2523	13.0199	38.6572	24.4406
BgISR7-02955	2523	2.41929e-08	1.86559e-05	0
BgISR7-02956	579	0	0	2.74162
BgISR7-02957	2523	16.0637	20.4864	13.4286
BgISR7-02958	195	0	1.38994	0
BgISR7-02959	2523	10.9977	30.112	8.16982
BgISR7-02960	2523	13.6074	21.5843	22.3519
BgISR7-02961	2523	22.2104	40.3355	17.5541
BgISR7-02962	162	0	0	0
BgISR7-02963	2523	11.1052	17.9068	11.7027
BgISR7-02964	948	3	9	2
BgISR7-02965	3126	58	71	49
BgISR7-02966	1326	28	49	32
BgISR7-02967	1632	16.8	30.9091	12.1333
BgISR7-02968	2523	8.76968	16.2105	13.0139
BgISR7-02969	2523	23.3891	20.63	26.7055
BgISR7-02970	2523	3.0851	18.963	12.1299
BgISR7-02971	2523	3.85691	7.25263	1.34012
BgISR7-02972	4674	0	0	0
BgISR7-02973	2532	2.87509	21.8325	12.4251
BgISR7-02974	2532	0	12.7387	6.23534
BgISR7-02975	1860	3	2	0
BgISR7-02976	12	0	0	0
BgISR7-02977	951	26	65	50
BgISR7-02978	2064	3	10	2.08288
BgISR7-02979	1632	7.2	9.09091	13.8667
BgISR7-02980	72	0	0	0
BgISR7-02981	369	112	192	134
BgISR7-02982	1734	76	138	126
BgISR7-02983	4680	84	150	106
BgISR7-02984	6483	56	121	46
BgISR7-02985	528	13	33	23
BgISR7-02986	2523	1	9	2.094
BgISR7-02987	192	101	229	165
BgISR7-02988	1503	110	263	163
BgISR7-02989	291	8	13	8
BgISR7-02990	984	38	40	25
BgISR7-02991	651	2	0	4
BgISR7-02992	135	0	0	2
BgISR7-02993	333	1	2	1
BgISR7-02994	1392	50	58	50
BgISR7-02995	534	14	24	19
BgISR7-02996	528	10	33	9
BgISR7-02997	1389	32	92	41
BgISR7-02998	513	69	141	76
BgISR7-02999	1134	171	363	251
BgISR7-03000	2247	79	156	121
BgISR7-03001	4206	64	108	56
BgISR7-03002	822	59	89	77
BgISR7-03003	927	18	27	19
BgISR7-03004	1506	25	30	17
BgISR7-03005	1608	57	130	59
BgISR7-03006	126	296	552	399
BgISR7-03007	240	0	0	0
BgISR7-03008	1641	129	243	182
BgISR7-03009	168	80	134	107
BgISR7-03010	1248	13	60	36
BgISR7-03011	1293	27	83	49
BgISR7-03012	1005	85	105	74
BgISR7-03013	1230	1	12	0
BgISR7-03014	864	21	34	11
BgISR7-03015	2562	108	187	126
BgISR7-03016	1104	39	91	60
BgISR7-03017	744	26	32	15
BgISR7-03018	1749	41	111	60
BgISR7-03019	2160	11	35	25
BgISR7-03020	2673	67	112	73
BgISR7-03021	726	72	98	86
BgISR7-03022	249	20	24	33
BgISR7-03023	711	10	16	7
BgISR7-03024	1443	1	0	0
BgISR7-03025	1287	39	79	68
BgISR7-03026	1227	19	32	29
BgISR7-03027	945	2	2	5
BgISR7-03028	1620	29.5496	85.3154	44.1914
BgISR7-03029	435	4	2	0
BgISR7-03030	1119	2	19	10
BgISR7-03031	2031	11	13	20
BgISR7-03032	1596	34	59	50
BgISR7-03033	1473	245	467	328
BgISR7-03034	780	5	1	0
BgISR7-03035	1593	17	32	29
BgISR7-03036	330	15.6591	39.4342	36.8182
BgISR7-03037	309	6	8	2
BgISR7-03038	330	37.3409	71.5658	38.1818
BgISR7-03039	783	1	0	0
BgISR7-03040	330	10.75	29.25	16.25
BgISR7-03041	1224	4.28571	23.0588	10.8
BgISR7-03042	90	0	1	0
BgISR7-03043	144	0	0	0
BgISR7-03044	255	0	0	0
BgISR7-03045	330	10.75	29.25	16.25
BgISR7-03046	999	0	0	0
BgISR7-03047	1257	0	0	1.75192
BgISR7-03048	324	0	0	0
BgISR7-03049	144	0	0	0
BgISR7-03050	327	0.344241	0	0
BgISR7-03051	330	10.75	29.25	16.25
BgISR7-03052	999	0	0	0
BgISR7-03053	294	2	4	11
BgISR7-03054	1764	20	50	27
BgISR7-03055	141	0	0	0
BgISR7-03056	144	0	0	0.23107
BgISR7-03057	195	4	2	2
BgISR7-03058	1488	105	223	141
BgISR7-03059	333	230	422	297
BgISR7-03060	762	0	7	3
BgISR7-03061	1344	24	35	41
BgISR7-03062	1449	4	5	0
BgISR7-03063	1116	11.0325	42.4356	11
BgISR7-03064	1494	151	313	218
BgISR7-03065	2184	52	74	60
BgISR7-03066	1341	200	400	279
BgISR7-03067	735	4	12	14
BgISR7-03068	942	6	3	9
BgISR7-03069	1575	64	94	65
BgISR7-03070	2259	70	120	75
BgISR7-03071	624	3	22	5
BgISR7-03072	162	0	0	0
BgISR7-03073	1434	8	19	12
BgISR7-03074	1164	3	6	11
BgISR7-03075	408	618	1169	837
BgISR7-03076	504	31	60	36
BgISR7-03077	3366	176	388	222
BgISR7-03078	927	44	75	59
BgISR7-03079	1347	10	15	15
BgISR7-03080	660	16	23	13
BgISR7-03081	432	15	51	22
BgISR7-03082	441	19	21	12.1812
BgISR7-03083	687	2.10193	0	0
BgISR7-03084	774	3.15584	3.08101	0
BgISR7-03085	195	0	1.38994	0
BgISR7-03086	4083	32.0995	58.3243	25.6262
BgISR7-03087	408	44	71	46.8188
BgISR7-03088	1551	8.32192	15.0297	22
BgISR7-03089	807	35	68	48
BgISR7-03090	741	53	118	88
BgISR7-03091	285	110	176	115
BgISR7-03092	96	0	0	0
BgISR7-03093	240	0	0	0
